iteration,convergenceIndicator,phase,Cl_pop,Q2_pop,Q3_pop,V1_pop,V2_pop,V3_pop,a1,a2,f_pop,omega_Cl,omega_Q2,omega_Q3,omega_V1,omega_V2,omega_V3,omega_f
3298,-428.358,2,10.1276,15.7118,3.65167,43.0868,35.918,1.74978,1.93016,2.50736,0.9089,0.263409,3.72841e-08,4.08743e-08,0.229638,0.82766,4.8351e-08,0.205023
3299,-427.152,2,10.1278,15.7118,3.65167,43.1269,35.8438,1.74978,1.92845,2.50717,0.908763,0.263534,3.74841e-08,4.09099e-08,0.229408,0.836716,4.81145e-08,0.205067
3300,-425.059,2,10.1283,15.7118,3.65167,43.1744,35.8898,1.74978,1.92706,2.50995,0.909227,0.263672,3.78091e-08,4.09826e-08,0.229115,0.843434,4.76641e-08,0.204801
3301,-421.614,2,10.1254,15.7118,3.65167,43.2217,35.8579,1.74978,1.92754,2.51205,0.909472,0.263857,3.7784e-08,4.09107e-08,0.228667,0.849317,4.78898e-08,0.205004
3302,-419.056,2,10.1252,15.7118,3.65167,43.263,35.9803,1.74978,1.93025,2.51162,0.909679,0.264072,3.79085e-08,4.06765e-08,0.228905,0.853797,4.81482e-08,0.205525
3303,-414.76,2,10.1277,15.7118,3.65167,43.3128,36.0451,1.74978,1.93045,2.51908,0.910079,0.264334,3.7812e-08,4.0739e-08,0.229757,0.856245,4.82454e-08,0.2054
3304,-426.458,2,10.1279,15.7118,3.65167,43.3421,36.1721,1.74978,1.9337,2.51554,0.910856,0.264766,3.80588e-08,4.04459e-08,0.229677,0.859037,4.80786e-08,0.205271
3305,-426.374,2,10.1226,15.7118,3.65167,43.3547,36.6425,1.74978,1.93438,2.51728,0.910872,0.264746,3.7878e-08,4.01727e-08,0.229991,0.860289,4.80575e-08,0.206037
3306,-424.894,2,10.1177,15.7118,3.65167,43.3544,37.0228,1.74978,1.93526,2.51674,0.91087,0.264644,3.81535e-08,4.00002e-08,0.229474,0.870107,4.76291e-08,0.206163
3307,-423.334,2,10.1083,15.7118,3.65167,43.3987,37.1512,1.74978,1.93721,2.52095,0.910941,0.264586,3.80213e-08,3.98877e-08,0.229223,0.874702,4.71497e-08,0.206557
3308,-424.634,2,10.1038,15.7118,3.65167,43.3844,37.1396,1.74978,1.93802,2.52485,0.911141,0.265312,3.80245e-08,3.96961e-08,0.227984,0.874272,4.71078e-08,0.206516
3309,-416.474,2,10.0948,15.7118,3.65167,43.4544,37.3992,1.74978,1.94317,2.52281,0.911863,0.265924,3.8182e-08,3.97816e-08,0.227664,0.878625,4.7016e-08,0.206243
3310,-426.317,2,10.0842,15.7118,3.65167,43.4871,37.4337,1.74978,1.94415,2.52376,0.912228,0.266112,3.80648e-08,3.95947e-08,0.227106,0.884374,4.6876e-08,0.206102
3311,-419.367,2,10.0847,15.7118,3.65167,43.5038,37.4472,1.74978,1.94388,2.52121,0.911653,0.266072,3.83213e-08,3.97624e-08,0.227294,0.885926,4.71836e-08,0.206516
3312,-428.018,2,10.0812,15.7118,3.65167,43.5058,37.5125,1.74978,1.94051,2.52065,0.911177,0.26655,3.80419e-08,3.99835e-08,0.22767,0.887229,4.72872e-08,0.20716
3313,-429.564,2,10.0792,15.7118,3.65167,43.4871,37.6773,1.74978,1.93563,2.52277,0.91058,0.267176,3.7682e-08,4.00339e-08,0.228216,0.890756,4.72932e-08,0.207798
3314,-435.018,2,10.0753,15.7118,3.65167,43.4548,37.5734,1.74978,1.93257,2.52379,0.910342,0.267555,3.73643e-08,3.98615e-08,0.227608,0.894126,4.72931e-08,0.207734
3315,-421.468,2,10.0708,15.7118,3.65167,43.5072,37.6654,1.74978,1.93316,2.51797,0.910093,0.268219,3.7757e-08,3.97453e-08,0.228399,0.894423,4.76257e-08,0.208452
3316,-416.77,2,10.0678,15.7118,3.65167,43.5639,37.428,1.74978,1.93443,2.51861,0.910148,0.268774,3.76365e-08,4.00793e-08,0.229438,0.894862,4.77025e-08,0.208294
3317,-421.168,2,10.0676,15.7118,3.65167,43.6092,37.5165,1.74978,1.93041,2.52291,0.909934,0.268387,3.79456e-08,3.98945e-08,0.229898,0.899119,4.77949e-08,0.208507
3318,-419.75,2,10.0672,15.7118,3.65167,43.6369,37.6084,1.74978,1.92749,2.52436,0.909566,0.267917,3.81966e-08,3.99932e-08,0.229775,0.906317,4.79392e-08,0.208554
3319,-441.558,2,10.0679,15.7118,3.65167,43.6788,37.4973,1.74978,1.92603,2.52115,0.908698,0.267485,3.80628e-08,3.95499e-08,0.229514,0.911085,4.76212e-08,0.208482
3320,-436.215,2,10.0696,15.7118,3.65167,43.6593,37.358,1.74978,1.92379,2.52134,0.908604,0.26725,3.79664e-08,3.91508e-08,0.229158,0.915115,4.75418e-08,0.208354
3321,-425.425,2,10.0738,15.7118,3.65167,43.6678,37.3716,1.74978,1.92685,2.51953,0.908359,0.267098,3.81314e-08,3.90018e-08,0.229297,0.913155,4.73795e-08,0.208636
3322,-423.348,2,10.0664,15.7118,3.65167,43.667,37.4526,1.74978,1.92932,2.5171,0.90788,0.266758,3.79744e-08,3.90652e-08,0.229487,0.913284,4.76314e-08,0.208975
3323,-425.645,2,10.0619,15.7118,3.65167,43.6514,37.6211,1.74978,1.92984,2.51811,0.907005,0.266477,3.79901e-08,3.91687e-08,0.230619,0.912482,4.72502e-08,0.208728
3324,-423.709,2,10.0548,15.7118,3.65167,43.6342,37.7857,1.74978,1.93108,2.51711,0.906316,0.266289,3.80181e-08,3.91634e-08,0.231256,0.913963,4.72967e-08,0.208332
3325,-424.811,2,10.0539,15.7118,3.65167,43.6199,37.814,1.74978,1.92847,2.52133,0.905498,0.266258,3.77777e-08,3.89953e-08,0.231731,0.910242,4.78663e-08,0.208628
3326,-416.672,2,10.0538,15.7118,3.65167,43.6169,37.6628,1.74978,1.93185,2.52548,0.905348,0.266321,3.78358e-08,3.86571e-08,0.231365,0.909111,4.80874e-08,0.208676
3327,-434.025,2,10.054,15.7118,3.65167,43.6206,37.6761,1.74978,1.92953,2.52411,0.905333,0.266547,3.78339e-08,3.86376e-08,0.230918,0.906162,4.82261e-08,0.20817
3328,-420.571,2,10.0521,15.7118,3.65167,43.6417,37.8243,1.74978,1.92926,2.52624,0.905443,0.266651,3.80007e-08,3.87079e-08,0.230205,0.904267,4.83644e-08,0.208462
3329,-427.37,2,10.0516,15.7118,3.65167,43.6252,37.5468,1.74978,1.92798,2.52716,0.905339,0.266674,3.77467e-08,3.86282e-08,0.230415,0.905521,4.8651e-08,0.208339
3330,-432.547,2,10.0565,15.7118,3.65167,43.6129,37.1834,1.74978,1.92401,2.52583,0.905612,0.26711,3.75812e-08,3.8689e-08,0.230325,0.907795,4.88029e-08,0.208521
3331,-432.986,2,10.0575,15.7118,3.65167,43.5974,37.0497,1.74978,1.91973,2.52606,0.905822,0.26736,3.76275e-08,3.8863e-08,0.23071,0.905837,4.86198e-08,0.208386
3332,-425.692,2,10.0609,15.7118,3.65167,43.5567,36.9682,1.74978,1.91792,2.52641,0.906012,0.267665,3.75782e-08,3.8988e-08,0.230531,0.904102,4.89472e-08,0.208398
3333,-429.26,2,10.0626,15.7118,3.65167,43.5692,36.9705,1.74978,1.91626,2.52628,0.905983,0.268338,3.73416e-08,3.89552e-08,0.230417,0.903961,4.91531e-08,0.208865
3334,-426.119,2,10.0705,15.7118,3.65167,43.5832,36.7206,1.74978,1.91563,2.52644,0.906253,0.268755,3.71843e-08,3.87638e-08,0.231264,0.909252,4.91678e-08,0.208986
3335,-420.438,2,10.0763,15.7118,3.65167,43.5672,36.4821,1.74978,1.91626,2.52728,0.906683,0.26971,3.74625e-08,3.88479e-08,0.230881,0.910132,4.89555e-08,0.208738
3336,-418.069,2,10.0802,15.7118,3.65167,43.5615,36.3824,1.74978,1.91867,2.52795,0.907377,0.271097,3.75092e-08,3.87131e-08,0.230888,0.90897,4.89981e-08,0.209199
3337,-427.01,2,10.0816,15.7118,3.65167,43.5507,36.4063,1.74978,1.91792,2.52787,0.907609,0.271783,3.7582e-08,3.85708e-08,0.23099,0.908757,4.89542e-08,0.209336
3338,-434.055,2,10.0837,15.7118,3.65167,43.5442,36.4933,1.74978,1.9181,2.52537,0.907748,0.272283,3.71963e-08,3.85774e-08,0.231022,0.906221,4.89724e-08,0.209745
3339,-423.819,2,10.0821,15.7118,3.65167,43.5412,36.807,1.74978,1.91621,2.52374,0.908188,0.272609,3.70505e-08,3.88456e-08,0.231922,0.907928,4.92842e-08,0.209644
3340,-430.372,2,10.0783,15.7118,3.65167,43.5651,36.8512,1.74978,1.9155,2.52314,0.908443,0.27268,3.69182e-08,3.87371e-08,0.231351,0.908916,4.94264e-08,0.209902
3341,-426.725,2,10.0684,15.7118,3.65167,43.5945,36.8939,1.74978,1.91879,2.52272,0.908377,0.272767,3.6827e-08,3.85561e-08,0.231091,0.913209,4.92526e-08,0.208991
3342,-436.47,2,10.0682,15.7118,3.65167,43.5915,36.9863,1.74978,1.91834,2.51934,0.90861,0.27305,3.69596e-08,3.86022e-08,0.230332,0.911979,4.89086e-08,0.208719
3343,-428.079,2,10.0668,15.7118,3.65167,43.5923,36.937,1.74978,1.91631,2.51945,0.909099,0.273338,3.70992e-08,3.86883e-08,0.230474,0.910036,4.8872e-08,0.20874
3344,-410.66,2,10.0665,15.7118,3.65167,43.6162,36.9862,1.74978,1.91678,2.52291,0.909593,0.273569,3.73738e-08,3.89653e-08,0.230501,0.907312,4.91408e-08,0.208729
3345,-424.06,2,10.0645,15.7118,3.65167,43.6359,37.0514,1.74978,1.91693,2.52353,0.909997,0.27385,3.70901e-08,3.90219e-08,0.23028,0.911075,4.93443e-08,0.208597
3346,-425.241,2,10.067,15.7118,3.65167,43.6478,37.2092,1.74978,1.91813,2.52523,0.910191,0.274097,3.70136e-08,3.89104e-08,0.229492,0.915049,4.91812e-08,0.208379
3347,-412.055,2,10.0704,15.7118,3.65167,43.6199,37.2002,1.74978,1.92012,2.52758,0.90968,0.273983,3.72301e-08,3.90815e-08,0.229252,0.912419,4.94414e-08,0.208332
3348,-422.36,2,10.0743,15.7118,3.65167,43.5729,37.3022,1.74978,1.92292,2.52742,0.908828,0.273913,3.71784e-08,3.90431e-08,0.229429,0.907291,4.96141e-08,0.20825
3349,-415.934,2,10.0696,15.7118,3.65167,43.5785,37.4649,1.74978,1.92929,2.52655,0.908692,0.273434,3.73032e-08,3.9066e-08,0.228966,0.901804,4.97353e-08,0.208087
3350,-433.343,2,10.0703,15.7118,3.65167,43.5721,37.4751,1.74978,1.93147,2.52493,0.908257,0.273369,3.71359e-08,3.89315e-08,0.228777,0.898585,4.954e-08,0.207772
3351,-424.425,2,10.0698,15.7118,3.65167,43.5866,37.3772,1.74978,1.93626,2.52497,0.908019,0.272941,3.71059e-08,3.87984e-08,0.228584,0.894489,4.93984e-08,0.207412
3352,-425.571,2,10.0658,15.7118,3.65167,43.6074,37.3027,1.74978,1.93784,2.52739,0.907992,0.273195,3.67462e-08,3.8955e-08,0.227965,0.891304,4.94207e-08,0.206951
3353,-416.497,2,10.0659,15.7118,3.65167,43.616,37.2925,1.74978,1.94149,2.52846,0.908309,0.273219,3.67003e-08,3.91351e-08,0.226931,0.890654,4.94185e-08,0.207094
3354,-430.322,2,10.0644,15.7118,3.65167,43.6144,37.4523,1.74978,1.94227,2.5251,0.908759,0.27352,3.66761e-08,3.90448e-08,0.226312,0.893519,4.93545e-08,0.207028
3355,-424.185,2,10.0661,15.7118,3.65167,43.6047,37.5933,1.74978,1.94417,2.52555,0.908859,0.27368,3.66669e-08,3.89737e-08,0.226414,0.892267,4.91541e-08,0.207005
3356,-416.545,2,10.06,15.7118,3.65167,43.5996,37.596,1.74978,1.94773,2.52308,0.908653,0.273645,3.67733e-08,3.90061e-08,0.225994,0.896172,4.91981e-08,0.20725
3357,-429.46,2,10.0576,15.7118,3.65167,43.5959,37.7387,1.74978,1.94435,2.52437,0.908658,0.27324,3.68844e-08,3.89836e-08,0.225775,0.894408,4.93432e-08,0.207111
3358,-420.185,2,10.0594,15.7118,3.65167,43.59,37.5149,1.74978,1.93922,2.52936,0.90878,0.273019,3.72033e-08,3.91422e-08,0.22624,0.891958,4.95538e-08,0.20647
3359,-411.861,2,10.0563,15.7118,3.65167,43.5789,37.3006,1.74978,1.93991,2.53353,0.907943,0.272307,3.73872e-08,3.92769e-08,0.226696,0.89296,4.94382e-08,0.206584
3360,-425.291,2,10.0539,15.7118,3.65167,43.5669,37.2636,1.74978,1.94213,2.53193,0.90737,0.271804,3.71525e-08,3.92304e-08,0.227746,0.897776,4.91056e-08,0.206698
3361,-416.693,2,10.0558,15.7118,3.65167,43.5518,37.1065,1.74978,1.94506,2.53058,0.907361,0.27143,3.73497e-08,3.91309e-08,0.227551,0.899621,4.92261e-08,0.206746
3362,-422.551,2,10.0593,15.7118,3.65167,43.5521,37.107,1.74978,1.94876,2.52933,0.907528,0.271273,3.73351e-08,3.89128e-08,0.227161,0.896851,4.94042e-08,0.206749
3363,-421.828,2,10.0626,15.7118,3.65167,43.5462,37.1845,1.74978,1.94476,2.53387,0.907695,0.2711,3.72419e-08,3.87167e-08,0.228009,0.897979,4.97994e-08,0.206764
3364,-414.287,2,10.0634,15.7118,3.65167,43.5279,37.3902,1.74978,1.94451,2.53528,0.907901,0.270998,3.72643e-08,3.87271e-08,0.228579,0.895625,5.03549e-08,0.206868
3365,-426.31,2,10.0593,15.7118,3.65167,43.5478,37.4806,1.74978,1.94056,2.53777,0.907591,0.271149,3.71887e-08,3.86987e-08,0.22924,0.899234,5.02514e-08,0.206785
3366,-423.768,2,10.0512,15.7118,3.65167,43.5487,37.6017,1.74978,1.94033,2.53826,0.907497,0.271044,3.71818e-08,3.88041e-08,0.229147,0.898947,5.01764e-08,0.206541
3367,-421.293,2,10.0454,15.7118,3.65167,43.5754,37.5963,1.74978,1.94186,2.54048,0.907523,0.271103,3.70794e-08,3.8807e-08,0.228896,0.898306,4.99368e-08,0.206713
3368,-429.304,2,10.0431,15.7118,3.65167,43.609,37.6315,1.74978,1.94108,2.54207,0.90778,0.271328,3.6946e-08,3.883e-08,0.228354,0.900705,4.95153e-08,0.206592
3369,-430.988,2,10.0413,15.7118,3.65167,43.6145,37.5234,1.74978,1.94009,2.54127,0.907908,0.27141,3.68385e-08,3.87074e-08,0.228426,0.904474,4.94307e-08,0.205978
3370,-420.989,2,10.0426,15.7118,3.65167,43.5984,37.5264,1.74978,1.9397,2.54217,0.908106,0.271393,3.7031e-08,3.87984e-08,0.227993,0.90733,4.92345e-08,0.205685
3371,-432.293,2,10.0401,15.7118,3.65167,43.5837,37.4797,1.74978,1.94032,2.54059,0.908175,0.271159,3.70184e-08,3.87416e-08,0.227092,0.903755,4.91541e-08,0.205903
3372,-437.894,2,10.0381,15.7118,3.65167,43.5864,37.5072,1.74978,1.9407,2.53878,0.907876,0.270776,3.69735e-08,3.85335e-08,0.226129,0.902937,4.90188e-08,0.205576
3373,-432.654,2,10.0391,15.7118,3.65167,43.5892,37.4014,1.74978,1.94076,2.53663,0.907832,0.270423,3.66854e-08,3.84506e-08,0.225838,0.903821,4.93557e-08,0.205213
3374,-440.101,2,10.0385,15.7118,3.65167,43.6157,37.3872,1.74978,1.94137,2.53406,0.907516,0.270125,3.65931e-08,3.82206e-08,0.225499,0.901421,4.92024e-08,0.204985
3375,-419.02,2,10.0383,15.7118,3.65167,43.6444,37.3261,1.74978,1.944,2.5307,0.90753,0.27003,3.6637e-08,3.83589e-08,0.225416,0.900185,4.95755e-08,0.204895
3376,-436.665,2,10.0406,15.7118,3.65167,43.6448,37.4784,1.74978,1.94295,2.53068,0.907179,0.270346,3.66086e-08,3.81528e-08,0.224406,0.899709,4.93652e-08,0.205123
3377,-433.103,2,10.0375,15.7118,3.65167,43.5799,37.4293,1.74978,1.94376,2.52974,0.906564,0.27032,3.65064e-08,3.80712e-08,0.224089,0.894177,4.93279e-08,0.20559
3378,-420.496,2,10.04,15.7118,3.65167,43.5128,37.3523,1.74978,1.94421,2.52948,0.906286,0.270528,3.66698e-08,3.81113e-08,0.224023,0.89241,4.94283e-08,0.205878
3379,-417.343,2,10.0408,15.7118,3.65167,43.4601,37.2821,1.74978,1.94639,2.53043,0.90615,0.270378,3.67983e-08,3.81106e-08,0.223634,0.890768,4.95397e-08,0.206032
3380,-408.243,2,10.043,15.7118,3.65167,43.4471,37.3693,1.74978,1.94691,2.53359,0.905815,0.270299,3.69002e-08,3.83275e-08,0.223528,0.891936,4.96965e-08,0.20661
3381,-412.662,2,10.0421,15.7118,3.65167,43.4517,37.4447,1.74978,1.95231,2.52964,0.905807,0.26999,3.68526e-08,3.85415e-08,0.223364,0.893152,4.99467e-08,0.206765
3382,-428.942,2,10.0379,15.7118,3.65167,43.4725,37.652,1.74978,1.95102,2.52673,0.905347,0.269523,3.71147e-08,3.84546e-08,0.223653,0.895508,4.96892e-08,0.207591
3383,-429.678,2,10.0386,15.7118,3.65167,43.4678,37.6281,1.74978,1.94834,2.53045,0.905563,0.269587,3.69688e-08,3.84301e-08,0.223828,0.898812,4.93554e-08,0.207298
3384,-415.771,2,10.0362,15.7118,3.65167,43.4803,37.6354,1.74978,1.94748,2.53272,0.905601,0.269425,3.7131e-08,3.83974e-08,0.223881,0.900612,4.96591e-08,0.206969
3385,-424.806,2,10.0356,15.7118,3.65167,43.4888,37.649,1.74978,1.94675,2.53463,0.905668,0.269377,3.71655e-08,3.83915e-08,0.223854,0.899662,4.95735e-08,0.206775
3386,-431.873,2,10.0356,15.7118,3.65167,43.468,37.6818,1.74978,1.94511,2.53595,0.905545,0.269603,3.70849e-08,3.84191e-08,0.22354,0.895584,4.95108e-08,0.206661
3387,-416.09,2,10.0366,15.7118,3.65167,43.4362,37.7089,1.74978,1.94675,2.53761,0.905298,0.269708,3.70228e-08,3.82682e-08,0.224073,0.895372,4.96552e-08,0.207074
3388,-422.108,2,10.0364,15.7118,3.65167,43.444,37.7075,1.74978,1.94773,2.53716,0.90548,0.269339,3.69146e-08,3.84789e-08,0.224313,0.894573,4.96595e-08,0.206962
3389,-419.278,2,10.0331,15.7118,3.65167,43.4628,37.8395,1.74978,1.94956,2.53711,0.90585,0.268728,3.69831e-08,3.85283e-08,0.22517,0.892297,4.95728e-08,0.207011
3390,-429.789,2,10.0315,15.7118,3.65167,43.4955,38.0393,1.74978,1.95454,2.53354,0.905944,0.268289,3.69388e-08,3.82114e-08,0.225608,0.889551,4.95359e-08,0.20646
3391,-421.143,2,10.0328,15.7118,3.65167,43.5334,38.191,1.74978,1.96164,2.52796,0.906302,0.267927,3.70312e-08,3.82031e-08,0.225929,0.887133,4.93462e-08,0.206227
3392,-422.433,2,10.0298,15.7118,3.65167,43.5532,38.2118,1.74978,1.96493,2.52647,0.906565,0.267369,3.69658e-08,3.81818e-08,0.226465,0.886745,4.92805e-08,0.205964
3393,-421.039,2,10.0288,15.7118,3.65167,43.5263,38.1252,1.74978,1.96642,2.52515,0.906603,0.267372,3.72289e-08,3.81222e-08,0.226529,0.88724,4.90642e-08,0.206092
3394,-407.91,2,10.026,15.7118,3.65167,43.5371,38.155,1.74978,1.9691,2.52703,0.906589,0.267266,3.73405e-08,3.81036e-08,0.226524,0.89079,4.89356e-08,0.206912
3395,-431.351,2,10.026,15.7118,3.65167,43.5666,38.1444,1.74978,1.96647,2.52523,0.907016,0.267496,3.74034e-08,3.79873e-08,0.226598,0.891664,4.89579e-08,0.207327
3396,-431.251,2,10.0262,15.7118,3.65167,43.6035,38.1629,1.74978,1.96331,2.5235,0.907114,0.267807,3.75542e-08,3.79286e-08,0.226727,0.894344,4.88347e-08,0.207499
3397,-431.268,2,10.0254,15.7118,3.65167,43.6614,38.1816,1.74978,1.96222,2.51933,0.907481,0.267991,3.75818e-08,3.79529e-08,0.226966,0.896166,4.88323e-08,0.207549
3398,-424.982,2,10.0244,15.7118,3.65167,43.7035,38.2572,1.74978,1.96286,2.51681,0.907848,0.268168,3.77859e-08,3.80246e-08,0.226603,0.896679,4.86426e-08,0.207675
3399,-429.44,2,10.0261,15.7118,3.65167,43.7003,38.3168,1.74978,1.96319,2.51466,0.907744,0.267879,3.78536e-08,3.80449e-08,0.227169,0.896554,4.83189e-08,0.207873
3400,-419.574,2,10.0285,15.7118,3.65167,43.7322,38.2226,1.74978,1.96405,2.51326,0.908418,0.267811,3.80275e-08,3.78624e-08,0.227867,0.899099,4.84131e-08,0.207845
3401,-408.996,2,10.0263,15.7118,3.65167,43.7747,38.1983,1.74978,1.96279,2.51664,0.908611,0.267664,3.82522e-08,3.78348e-08,0.227941,0.90342,4.85871e-08,0.208246
3402,-400.855,2,10.0237,15.7118,3.65167,43.8084,38.1688,1.74978,1.96505,2.51614,0.90916,0.267786,3.83455e-08,3.82791e-08,0.227433,0.908416,4.87922e-08,0.208524
3403,-417.56,2,10.0231,15.7118,3.65167,43.8206,38.2973,1.74978,1.96385,2.51866,0.910025,0.267742,3.81676e-08,3.83861e-08,0.227482,0.91254,4.87706e-08,0.208931
3404,-417.266,2,10.0251,15.7118,3.65167,43.8258,38.4365,1.74978,1.96315,2.51752,0.91073,0.267959,3.82401e-08,3.84209e-08,0.227545,0.915668,4.89033e-08,0.209449
3405,-421.946,2,10.0232,15.7118,3.65167,43.8517,38.5428,1.74978,1.96329,2.5173,0.91102,0.268047,3.82549e-08,3.84174e-08,0.227153,0.916564,4.88216e-08,0.209987
3406,-430.615,2,10.0229,15.7118,3.65167,43.8855,38.4307,1.74978,1.96137,2.51681,0.911136,0.268074,3.81392e-08,3.82693e-08,0.227548,0.919858,4.87654e-08,0.210044
3407,-442.776,2,10.0225,15.7118,3.65167,43.8797,38.4319,1.74978,1.9565,2.51558,0.911206,0.26798,3.79452e-08,3.82146e-08,0.228513,0.919271,4.87189e-08,0.209885
3408,-427.476,2,10.0204,15.7118,3.65167,43.8785,38.5052,1.74978,1.95394,2.51426,0.911268,0.267914,3.80995e-08,3.82136e-08,0.229466,0.919204,4.87127e-08,0.209839
3409,-423.795,2,10.0188,15.7118,3.65167,43.8751,38.459,1.74978,1.95078,2.51391,0.911714,0.268044,3.82258e-08,3.83198e-08,0.230331,0.919317,4.87483e-08,0.209976
3410,-428.841,2,10.0241,15.7118,3.65167,43.8864,38.1938,1.74978,1.94567,2.51768,0.912277,0.26793,3.84052e-08,3.83274e-08,0.230994,0.9175,4.85208e-08,0.210092
3411,-431.341,2,10.0301,15.7118,3.65167,43.8869,38.1547,1.74978,1.94127,2.51999,0.912943,0.267819,3.82786e-08,3.83558e-08,0.231572,0.917264,4.86415e-08,0.209704
3412,-433.555,2,10.0318,15.7118,3.65167,43.898,38.1398,1.74978,1.9404,2.51741,0.913218,0.268148,3.81604e-08,3.83006e-08,0.231795,0.921232,4.8434e-08,0.209839
3413,-434.04,2,10.0313,15.7118,3.65167,43.898,38.1796,1.74978,1.94099,2.51562,0.913428,0.267945,3.78753e-08,3.82725e-08,0.231936,0.922478,4.83332e-08,0.209851
3414,-434.455,2,10.0312,15.7118,3.65167,43.8771,38.2864,1.74978,1.94026,2.51629,0.913579,0.267845,3.78052e-08,3.81394e-08,0.23202,0.921356,4.81121e-08,0.20985
3415,-419.533,2,10.032,15.7118,3.65167,43.8597,38.2887,1.74978,1.93827,2.51757,0.913546,0.267669,3.78475e-08,3.83396e-08,0.233036,0.920788,4.81248e-08,0.209966
3416,-427.438,2,10.0338,15.7118,3.65167,43.8348,38.2223,1.74978,1.93703,2.51806,0.91335,0.267536,3.77648e-08,3.83472e-08,0.233904,0.918892,4.80894e-08,0.210281
3417,-421.166,2,10.0338,15.7118,3.65167,43.789,38.1693,1.74978,1.93752,2.51768,0.912839,0.267196,3.77959e-08,3.83437e-08,0.234166,0.917352,4.82671e-08,0.210541
3418,-425.802,2,10.0351,15.7118,3.65167,43.7844,38.1274,1.74978,1.93999,2.51311,0.912719,0.266589,3.77482e-08,3.84207e-08,0.234327,0.916527,4.84607e-08,0.210605
3419,-422.908,2,10.0397,15.7118,3.65167,43.7843,38.125,1.74978,1.9417,2.51354,0.912333,0.266304,3.76121e-08,3.83898e-08,0.234356,0.91554,4.86058e-08,0.210302
3420,-422.564,2,10.0428,15.7118,3.65167,43.7686,38.089,1.74978,1.94291,2.51347,0.911797,0.266244,3.75788e-08,3.83498e-08,0.234395,0.912152,4.87724e-08,0.21047
3421,-430.306,2,10.0444,15.7118,3.65167,43.7591,38.1457,1.74978,1.94546,2.50996,0.911569,0.266078,3.7341e-08,3.83633e-08,0.234035,0.91073,4.88929e-08,0.21074
3422,-427.042,2,10.0495,15.7118,3.65167,43.7618,38.0717,1.74978,1.94511,2.51176,0.911607,0.265782,3.722e-08,3.84329e-08,0.234148,0.908088,4.8828e-08,0.210764
3423,-428.828,2,10.0568,15.7118,3.65167,43.7702,38.0647,1.74978,1.94832,2.50958,0.911862,0.265752,3.73372e-08,3.82027e-08,0.234206,0.905237,4.86254e-08,0.210812
3424,-422.435,2,10.0589,15.7118,3.65167,43.7608,38.0094,1.74978,1.94889,2.51012,0.91131,0.266045,3.72768e-08,3.82693e-08,0.233648,0.905891,4.8624e-08,0.210825
3425,-431.532,2,10.0619,15.7118,3.65167,43.7386,37.9146,1.74978,1.94838,2.51038,0.910894,0.266029,3.71964e-08,3.84388e-08,0.233295,0.902175,4.85352e-08,0.210569
3426,-436.967,2,10.0648,15.7118,3.65167,43.72,37.9572,1.74978,1.94731,2.51014,0.910873,0.266012,3.71022e-08,3.84384e-08,0.233059,0.898492,4.85642e-08,0.210159
3427,-425.013,2,10.0675,15.7118,3.65167,43.7007,37.916,1.74978,1.94693,2.51044,0.910783,0.266061,3.73027e-08,3.84074e-08,0.232712,0.897143,4.8593e-08,0.209909
3428,-428.658,2,10.0685,15.7118,3.65167,43.7033,37.9651,1.74978,1.94951,2.50769,0.910805,0.266083,3.74236e-08,3.83971e-08,0.232034,0.894735,4.85261e-08,0.209678
3429,-442.985,2,10.0697,15.7118,3.65167,43.6922,37.9238,1.74978,1.94722,2.50709,0.910799,0.266363,3.72655e-08,3.82493e-08,0.23197,0.897718,4.82401e-08,0.2097
3430,-434.488,2,10.0701,15.7118,3.65167,43.6859,37.7562,1.74978,1.94643,2.50508,0.910611,0.266349,3.73247e-08,3.82857e-08,0.231521,0.89773,4.81317e-08,0.209839
3431,-420.939,2,10.0704,15.7118,3.65167,43.683,37.4896,1.74978,1.94715,2.50543,0.910477,0.266374,3.75913e-08,3.82685e-08,0.231351,0.898091,4.7979e-08,0.20973
3432,-421.707,2,10.0733,15.7118,3.65167,43.6679,37.3727,1.74978,1.94786,2.50558,0.910448,0.266691,3.76206e-08,3.81782e-08,0.231441,0.898013,4.80674e-08,0.209815
3433,-426.831,2,10.0759,15.7118,3.65167,43.6457,37.3174,1.74978,1.94817,2.50521,0.910704,0.26687,3.76399e-08,3.83976e-08,0.231452,0.896066,4.78283e-08,0.209692
3434,-438.36,2,10.081,15.7118,3.65167,43.6372,37.2321,1.74978,1.94875,2.50467,0.91084,0.266971,3.75117e-08,3.82638e-08,0.230861,0.893599,4.77175e-08,0.20974
3435,-438.141,2,10.0784,15.7118,3.65167,43.6418,37.1865,1.74978,1.94736,2.50369,0.910982,0.266759,3.73392e-08,3.81808e-08,0.231503,0.892728,4.7803e-08,0.209505
3436,-438.331,2,10.0792,15.7118,3.65167,43.6286,37.07,1.74978,1.94763,2.50058,0.910845,0.26676,3.74188e-08,3.80725e-08,0.231337,0.890912,4.7714e-08,0.209608
3437,-411.493,2,10.0801,15.7118,3.65167,43.6299,37.1269,1.74978,1.95087,2.4998,0.910719,0.266457,3.7538e-08,3.81572e-08,0.230777,0.89178,4.79133e-08,0.209786
